Dimension;Epsilon;Npoints;point_gen_method;query_method;MinFraction;MaxFraction;AvgFraction;MinNumberOfDistances;MaxNumberOfDistances;AvgNumberOfDistances
14;0.0001;2000;get_uniform_points;query_2;0.1985;0.4045;0.30024999999999996;397;809;600.5
14;0.0001;2000;get_uniform_points;query_1;0.1715;0.3135;0.2435;343;627;487.0
14;0.005;2000;get_points;query_2;0.017;0.0655;0.0328;34;131;65.6
14;0.0005;2000;get_uniform_points;query_2;0.1945;0.394;0.29145;389;788;582.9
14;0.0005;2000;get_uniform_points;query_1;0.1715;0.311;0.2427;343;622;485.4
14;0.001;2000;get_points;query_2;0.124;0.2445;0.18209999999999998;248;489;364.2
14;0.01;2000;get_points;query_2;0.0025;0.0095;0.0066;5;19;13.2
14;0.005;2000;get_uniform_points;query_2;0.0875;0.2235;0.1518;175;447;303.6
14;0.001;2000;get_points;query_1;0.231;0.378;0.29080000000000006;462;756;581.6
14;0.001;2000;get_uniform_points;query_2;0.169;0.364;0.27375000000000005;338;728;547.5
14;0.001;2000;get_uniform_points;query_1;0.17;0.3105;0.24234999999999998;340;621;484.7
14;0.01;2000;get_uniform_points;query_2;0.031;0.1305;0.07085;62;261;141.7
14;0.005;2000;get_points;query_1;0.198;0.354;0.2674;396;708;534.8
14;0.01;2000;get_points;query_1;0.1715;0.3305;0.2448;343;661;489.6
14;0.005;2000;get_uniform_points;query_1;0.1755;0.3045;0.2386;351;609;477.2
14;0.01;2000;get_uniform_points;query_1;0.168;0.2915;0.22845;336;583;456.9
16;0.0001;2000;get_points;query_2;0.227;0.47;0.3366;454;940;673.2
16;0.0005;2000;get_points;query_2;0.1885;0.429;0.30015000000000003;377;858;600.3
16;0.0001;2000;get_points;query_1;0.2555;0.424;0.35479999999999995;511;848;709.6
16;0.0001;2000;get_uniform_points;query_2;0.252;0.4625;0.33404999999999996;504;925;668.1
16;0.0001;2000;get_uniform_points;query_1;0.284;0.4365;0.3565;568;873;713.0
16;0.0005;2000;get_points;query_1;0.254;0.4205;0.35115;508;841;702.3
16;0.0005;2000;get_uniform_points;query_2;0.2305;0.4405;0.3173;461;881;634.6
16;0.005;2000;get_points;query_2;0.0425;0.096;0.0702;85;192;140.4
16;0.0005;2000;get_uniform_points;query_1;0.2825;0.435;0.35605;565;870;712.1
16;0.001;2000;get_points;query_2;0.166;0.3725;0.25885;332;745;517.7
16;0.01;2000;get_points;query_2;0.008;0.024;0.0128;16;48;25.6
16;0.005;2000;get_uniform_points;query_2;0.1095;0.243;0.1734;219;486;346.8
16;0.001;2000;get_points;query_1;0.25;0.426;0.34750000000000003;500;852;695.0
16;0.01;2000;get_uniform_points;query_2;0.0315;0.1175;0.07755000000000001;63;235;155.1
16;0.001;2000;get_uniform_points;query_2;0.215;0.3915;0.29510000000000003;430;783;590.2
16;0.005;2000;get_points;query_1;0.2085;0.4305;0.3227;417;861;645.4
16;0.001;2000;get_uniform_points;query_1;0.2815;0.4345;0.35505;563;869;710.1
16;0.01;2000;get_points;query_1;0.187;0.401;0.28965;374;802;579.3
16;0.005;2000;get_uniform_points;query_1;0.2745;0.4235;0.3436;549;847;687.2
16;0.01;2000;get_uniform_points;query_1;0.265;0.406;0.33330000000000004;530;812;666.6
18;0.0001;2000;get_points;query_1;0.3355;0.5515;0.46109999999999995;671;1103;922.2
18;0.0001;2000;get_points;query_2;0.285;0.6235;0.48285;570;1247;965.7
18;0.0005;2000;get_points;query_2;0.2225;0.557;0.4234;445;1114;846.8
18;0.0005;2000;get_points;query_1;0.3335;0.549;0.45780000000000004;667;1098;915.6
18;0.0001;2000;get_uniform_points;query_1;0.3625;0.6265;0.5079;725;1253;1015.8
18;0.0001;2000;get_uniform_points;query_2;0.4365;0.616;0.54755;873;1232;1095.1
18;0.005;2000;get_points;query_2;0.0495;0.1045;0.07525;99;209;150.5
18;0.0005;2000;get_uniform_points;query_1;0.359;0.625;0.5073000000000001;718;1250;1014.6
18;0.0005;2000;get_uniform_points;query_2;0.4135;0.5895;0.5272;827;1179;1054.4
18;0.001;2000;get_points;query_2;0.184;0.483;0.3669;368;966;733.8
18;0.01;2000;get_points;query_2;0.009;0.017;0.01155;18;34;23.1
18;0.001;2000;get_points;query_1;0.3315;0.5425;0.4561499999999999;663;1085;912.3
18;0.005;2000;get_uniform_points;query_2;0.2565;0.386;0.32999999999999996;513;772;660.0
18;0.005;2000;get_points;query_1;0.3375;0.531;0.43194999999999995;675;1062;863.9
18;0.01;2000;get_uniform_points;query_2;0.1175;0.201;0.1655;235;402;331.0
18;0.001;2000;get_uniform_points;query_2;0.3825;0.555;0.50535;765;1110;1010.7
18;0.001;2000;get_uniform_points;query_1;0.359;0.6225;0.5083500000000001;718;1245;1016.7
18;0.01;2000;get_points;query_1;0.2995;0.4865;0.4015000000000001;599;973;803.0
18;0.005;2000;get_uniform_points;query_1;0.345;0.601;0.4963;690;1202;992.6
18;0.01;2000;get_uniform_points;query_1;0.333;0.596;0.48250000000000004;666;1192;965.0
20;0.0001;2000;get_points;query_2;0.4335;0.6675;0.5785500000000001;867;1335;1157.1
20;0.0001;2000;get_points;query_1;0.503;0.688;0.6108;1006;1376;1221.6
20;0.0001;2000;get_uniform_points;query_1;0.258;0.6785;0.5509;516;1357;1101.8
20;0.0005;2000;get_points;query_2;0.366;0.6085;0.51665;732;1217;1033.3
20;0.0005;2000;get_points;query_1;0.5045;0.6835;0.6066;1009;1367;1213.2
20;0.0005;2000;get_uniform_points;query_1;0.258;0.676;0.54925;516;1352;1098.5
20;0.0001;2000;get_uniform_points;query_2;0.6255;0.739;0.6931499999999999;1251;1478;1386.3
20;0.005;2000;get_points;query_2;0.04;0.147;0.0903;80;294;180.6
20;0.001;2000;get_points;query_2;0.3115;0.526;0.45;623;1052;900.0
20;0.0005;2000;get_uniform_points;query_2;0.5945;0.7215;0.6670999999999999;1189;1443;1334.2
20;0.01;2000;get_points;query_2;0.005;0.024;0.014500000000000002;10;48;29.0
20;0.005;2000;get_uniform_points;query_2;0.3315;0.414;0.38425;663;828;768.5
20;0.001;2000;get_points;query_1;0.501;0.678;0.6032500000000001;1002;1356;1206.5
2;0.0001;3000;get_points;query_1;0.0033333333333333335;0.007;0.005200000000000001;10;21;15.6
2;0.0001;3000;get_points;query_2;0.004666666666666667;0.011333333333333334;0.0074666666666666675;14;34;22.4
2;0.0001;3000;get_uniform_points;query_1;0.004;0.007333333333333333;0.005200000000000001;12;22;15.6
2;0.0001;3000;get_uniform_points;query_2;0.0033333333333333335;0.013;0.007866666666666666;10;39;23.6
2;0.0005;3000;get_points;query_1;0.0033333333333333335;0.007;0.005200000000000001;10;21;15.6
2;0.0005;3000;get_points;query_2;0.004;0.01;0.0064;12;30;19.2
20;0.001;2000;get_uniform_points;query_1;0.262;0.6745;0.548;524;1349;1096.0
2;0.0005;3000;get_uniform_points;query_1;0.004;0.007333333333333333;0.005200000000000001;12;22;15.6
2;0.0005;3000;get_uniform_points;query_2;0.0033333333333333335;0.011666666666666667;0.007533333333333334;10;35;22.6
2;0.001;3000;get_points;query_1;0.0033333333333333335;0.007;0.005200000000000001;10;21;15.6
2;0.001;3000;get_points;query_2;0.003;0.007333333333333333;0.0051;9;22;15.3
2;0.001;3000;get_uniform_points;query_2;0.0033333333333333335;0.011333333333333334;0.007033333333333333;10;34;21.1
2;0.001;3000;get_uniform_points;query_1;0.004;0.007333333333333333;0.005200000000000001;12;22;15.6
2;0.005;3000;get_points;query_2;0.0016666666666666668;0.0026666666666666666;0.0021666666666666666;5;8;6.5
2;0.005;3000;get_points;query_1;0.0033333333333333335;0.007;0.005200000000000001;10;21;15.6
20;0.005;2000;get_points;query_1;0.44;0.6375;0.5637000000000001;880;1275;1127.4
2;0.005;3000;get_uniform_points;query_2;0.002;0.008333333333333333;0.004566666666666668;6;25;13.7
2;0.005;3000;get_uniform_points;query_1;0.004;0.007333333333333333;0.005200000000000001;12;22;15.6
2;0.01;3000;get_points;query_2;0.001;0.0013333333333333333;0.0010999999999999998;3;4;3.3
2;0.01;3000;get_points;query_1;0.0033333333333333335;0.007;0.005166666666666667;10;21;15.5
2;0.01;3000;get_uniform_points;query_1;0.004;0.007333333333333333;0.005166666666666667;12;22;15.5
2;0.01;3000;get_uniform_points;query_2;0.0016666666666666668;0.006333333333333333;0.003333333333333333;5;19;10.0
20;0.01;2000;get_uniform_points;query_2;0.105;0.176;0.15229999999999996;210;352;304.6
4;0.0001;3000;get_points;query_1;0.015666666666666666;0.027333333333333334;0.0207;47;82;62.1
4;0.0001;3000;get_uniform_points;query_1;0.009;0.022333333333333334;0.015433333333333332;27;67;46.3
4;0.0001;3000;get_points;query_2;0.007333333333333333;0.027;0.020466666666666668;22;81;61.4
4;0.0001;3000;get_uniform_points;query_2;0.009666666666666667;0.029;0.019733333333333332;29;87;59.2
4;0.0005;3000;get_points;query_1;0.015666666666666666;0.027333333333333334;0.020566666666666664;47;82;61.7
4;0.0005;3000;get_points;query_2;0.007333333333333333;0.025333333333333333;0.019200000000000002;22;76;57.6
4;0.0005;3000;get_uniform_points;query_1;0.008666666666666666;0.022333333333333334;0.015433333333333332;26;67;46.3
20;0.001;2000;get_uniform_points;query_2;0.5735;0.6825;0.6312;1147;1365;1262.4
4;0.0005;3000;get_uniform_points;query_2;0.009666666666666667;0.028666666666666667;0.0193;29;86;57.9
4;0.001;3000;get_points;query_1;0.015666666666666666;0.027333333333333334;0.02063333333333333;47;82;61.9
4;0.001;3000;get_points;query_2;0.009333333333333334;0.027666666666666666;0.0187;28;83;56.1
4;0.001;3000;get_uniform_points;query_1;0.008666666666666666;0.022333333333333334;0.015333333333333334;26;67;46.0
4;0.001;3000;get_uniform_points;query_2;0.009;0.027666666666666666;0.018266666666666664;27;83;54.8
4;0.005;3000;get_points;query_2;0.005333333333333333;0.014333333333333333;0.0103;16;43;30.9
4;0.01;3000;get_points;query_2;0.003;0.008;0.005733333333333333;9;24;17.2
4;0.005;3000;get_points;query_1;0.014333333333333333;0.024666666666666667;0.019033333333333333;43;74;57.1
4;0.005;3000;get_uniform_points;query_1;0.008;0.022;0.0147;24;66;44.1
4;0.005;3000;get_uniform_points;query_2;0.007;0.021;0.014066666666666667;21;63;42.2
4;0.01;3000;get_points;query_1;0.013666666666666667;0.02266666666666667;0.017666666666666667;41;68;53.0
4;0.01;3000;get_uniform_points;query_1;0.007666666666666666;0.022333333333333334;0.014533333333333334;23;67;43.6
4;0.01;3000;get_uniform_points;query_2;0.004666666666666667;0.017666666666666667;0.0103;14;53;30.9
20;0.005;2000;get_uniform_points;query_1;0.2515;0.6485;0.53;503;1297;1060.0
6;0.0001;3000;get_points;query_2;0.017666666666666667;0.060333333333333336;0.042;53;181;126.0
6;0.0001;3000;get_uniform_points;query_1;0.02;0.04766666666666667;0.03269999999999999;60;143;98.1
6;0.0001;3000;get_points;query_1;0.019;0.052333333333333336;0.041266666666666674;57;157;123.8
6;0.0005;3000;get_points;query_2;0.015666666666666666;0.048666666666666664;0.034833333333333334;47;146;104.5
6;0.0001;3000;get_uniform_points;query_2;0.032;0.053;0.0427;96;159;128.1
6;0.0005;3000;get_points;query_1;0.018666666666666668;0.052;0.041100000000000005;56;156;123.3
6;0.0005;3000;get_uniform_points;query_2;0.032;0.050333333333333334;0.04123333333333334;96;151;123.7
6;0.001;3000;get_points;query_2;0.011;0.042;0.027999999999999997;33;126;84.0
6;0.0005;3000;get_uniform_points;query_1;0.02;0.04766666666666667;0.032733333333333337;60;143;98.2
6;0.005;3000;get_points;query_2;0.003;0.009333333333333334;0.0064;9;28;19.2
6;0.001;3000;get_points;query_1;0.018333333333333333;0.050666666666666665;0.04086666666666667;55;152;122.6
6;0.001;3000;get_uniform_points;query_2;0.031;0.047;0.03936666666666667;93;141;118.1
20;0.01;2000;get_points;query_1;0.398;0.625;0.5278;796;1250;1055.6
6;0.01;3000;get_points;query_2;0.001;0.0026666666666666666;0.0017000000000000001;3;8;5.1
6;0.001;3000;get_uniform_points;query_1;0.019666666666666666;0.04733333333333333;0.032499999999999994;59;142;97.5
6;0.005;3000;get_uniform_points;query_2;0.02033333333333333;0.035666666666666666;0.028066666666666663;61;107;84.2
6;0.01;3000;get_uniform_points;query_2;0.013;0.021333333333333333;0.018166666666666668;39;64;54.5
6;0.005;3000;get_uniform_points;query_1;0.018333333333333333;0.04666666666666667;0.0311;55;140;93.3
6;0.005;3000;get_points;query_1;0.014666666666666666;0.04666666666666667;0.03746666666666666;44;140;112.4
6;0.01;3000;get_points;query_1;0.013666666666666667;0.04733333333333333;0.03433333333333334;41;142;103.0
6;0.01;3000;get_uniform_points;query_1;0.018;0.046;0.030400000000000003;54;138;91.2
8;0.0001;3000;get_points;query_1;0.042333333333333334;0.108;0.06873333333333333;127;324;206.2
8;0.0001;3000;get_uniform_points;query_1;0.027666666666666666;0.078;0.05013333333333333;83;234;150.4
8;0.0005;3000;get_points;query_1;0.041666666666666664;0.10766666666666666;0.0679;125;323;203.7
8;0.0005;3000;get_uniform_points;query_1;0.027666666666666666;0.077;0.0498;83;231;149.4
8;0.0005;3000;get_points;query_2;0.028666666666666667;0.114;0.07569999999999999;86;342;227.1
8;0.0001;3000;get_points;query_2;0.03333333333333333;0.13233333333333333;0.08766666666666666;100;397;263.0
8;0.0001;3000;get_uniform_points;query_2;0.027333333333333334;0.12266666666666666;0.09060000000000001;82;368;271.8
8;0.005;3000;get_points;query_2;0.009;0.023333333333333334;0.0167;27;70;50.1
8;0.001;3000;get_points;query_1;0.04133333333333333;0.106;0.06736666666666666;124;318;202.1
8;0.001;3000;get_points;query_2;0.025;0.099;0.06616666666666667;75;297;198.5
8;0.001;3000;get_uniform_points;query_1;0.026333333333333334;0.07566666666666666;0.049733333333333324;79;227;149.2
8;0.01;3000;get_points;query_2;0.003;0.007;0.004633333333333333;9;21;13.9
20;0.01;2000;get_uniform_points;query_1;0.231;0.637;0.5153500000000001;462;1274;1030.7
8;0.0005;3000;get_uniform_points;query_2;0.024333333333333332;0.11933333333333333;0.08563333333333334;73;358;256.9
8;0.005;3000;get_points;query_1;0.04066666666666666;0.101;0.0645;122;303;193.5
8;0.001;3000;get_uniform_points;query_2;0.021666666666666667;0.11466666666666667;0.08149999999999999;65;344;244.5
8;0.005;3000;get_uniform_points;query_1;0.026333333333333334;0.074;0.049;79;222;147.0
8;0.005;3000;get_uniform_points;query_2;0.015666666666666666;0.07433333333333333;0.052500000000000005;47;223;157.5
8;0.01;3000;get_points;query_1;0.03333333333333333;0.09566666666666666;0.05876666666666667;100;287;176.3
8;0.01;3000;get_uniform_points;query_2;0.011333333333333334;0.04466666666666667;0.03046666666666667;34;134;91.4
8;0.01;3000;get_uniform_points;query_1;0.025333333333333333;0.07033333333333333;0.04653333333333333;76;211;139.6
10;0.0001;3000;get_points;query_2;0.058333333333333334;0.12366666666666666;0.08983333333333333;175;371;269.5
10;0.0005;3000;get_points;query_2;0.043333333333333335;0.106;0.074;130;318;222.0
10;0.0001;3000;get_points;query_1;0.08;0.13233333333333333;0.10303333333333334;240;397;309.1
10;0.0001;3000;get_uniform_points;query_2;0.075;0.14233333333333334;0.11206666666666668;225;427;336.2
10;0.0005;3000;get_uniform_points;query_2;0.07366666666666667;0.144;0.11143333333333334;221;432;334.3
10;0.001;3000;get_points;query_2;0.033;0.09066666666666667;0.05963333333333334;99;272;178.9
10;0.0005;3000;get_points;query_1;0.081;0.132;0.10273333333333334;243;396;308.2
10;0.005;3000;get_points;query_2;0.0033333333333333335;0.018;0.013066666666666666;10;54;39.2
10;0.0001;3000;get_uniform_points;query_1;0.07933333333333334;0.16433333333333333;0.12626666666666667;238;493;378.8
10;0.0005;3000;get_uniform_points;query_1;0.07866666666666666;0.164;0.12523333333333334;236;492;375.7
10;0.01;3000;get_points;query_2;0.0006666666666666666;0.004;0.0029;2;12;8.7
10;0.001;3000;get_points;query_1;0.07966666666666666;0.12966666666666668;0.10163333333333333;239;389;304.9
10;0.005;3000;get_uniform_points;query_2;0.04933333333333333;0.08933333333333333;0.06886666666666666;148;268;206.6
10;0.01;3000;get_uniform_points;query_2;0.026;0.05333333333333334;0.03780000000000001;78;160;113.4
10;0.001;3000;get_uniform_points;query_2;0.07;0.13366666666666666;0.10463333333333333;210;401;313.9
10;0.005;3000;get_points;query_1;0.07333333333333333;0.12766666666666668;0.09606666666666666;220;383;288.2
10;0.01;3000;get_points;query_1;0.06833333333333333;0.12033333333333333;0.08596666666666666;205;361;257.9
10;0.001;3000;get_uniform_points;query_1;0.078;0.16366666666666665;0.1246;234;491;373.8
10;0.005;3000;get_uniform_points;query_1;0.07566666666666666;0.16033333333333333;0.12200000000000003;227;481;366.0
10;0.01;3000;get_uniform_points;query_1;0.07233333333333333;0.15433333333333332;0.11723333333333334;217;463;351.7
12;0.0001;3000;get_points;query_2;0.10033333333333333;0.21066666666666667;0.14213333333333333;301;632;426.4
12;0.0001;3000;get_points;query_1;0.12633333333333333;0.25133333333333335;0.1816;379;754;544.8
12;0.0005;3000;get_points;query_2;0.086;0.19733333333333333;0.12536666666666668;258;592;376.1
12;0.0001;3000;get_uniform_points;query_1;0.16233333333333333;0.224;0.18789999999999998;487;672;563.7
12;0.0001;3000;get_uniform_points;query_2;0.17366666666666666;0.24833333333333332;0.20876666666666668;521;745;626.3
12;0.0005;3000;get_points;query_1;0.122;0.24966666666666668;0.1809;366;749;542.7
12;0.005;3000;get_points;query_2;0.014;0.037333333333333336;0.0215;42;112;64.5
12;0.001;3000;get_points;query_2;0.07666666666666666;0.161;0.10566666666666666;230;483;317.0
12;0.0005;3000;get_uniform_points;query_1;0.16266666666666665;0.225;0.18696666666666667;488;675;560.9
12;0.0005;3000;get_uniform_points;query_2;0.15566666666666668;0.24866666666666667;0.20173333333333332;467;746;605.2
12;0.01;3000;get_points;query_2;0.001;0.006333333333333333;0.0041333333333333335;3;19;12.4
12;0.001;3000;get_points;query_1;0.12033333333333333;0.24633333333333332;0.1804;361;739;541.2
12;0.01;3000;get_uniform_points;query_2;0.028333333333333332;0.067;0.05283333333333333;85;201;158.5
12;0.005;3000;get_uniform_points;query_2;0.08566666666666667;0.13433333333333333;0.11023333333333332;257;403;330.7
12;0.005;3000;get_points;query_1;0.11266666666666666;0.22933333333333333;0.16743333333333338;338;688;502.3
12;0.001;3000;get_uniform_points;query_2;0.146;0.23833333333333334;0.18953333333333333;438;715;568.6
12;0.001;3000;get_uniform_points;query_1;0.164;0.22266666666666668;0.18636666666666665;492;668;559.1
12;0.01;3000;get_points;query_1;0.10666666666666667;0.213;0.15400000000000003;320;639;462.0
12;0.005;3000;get_uniform_points;query_1;0.14833333333333334;0.21966666666666668;0.17976666666666666;445;659;539.3
12;0.01;3000;get_uniform_points;query_1;0.145;0.20933333333333334;0.1729;435;628;518.7
14;0.0001;3000;get_points;query_2;0.16933333333333334;0.29433333333333334;0.21346666666666664;508;883;640.4
14;0.0005;3000;get_points;query_2;0.13266666666666665;0.2753333333333333;0.1924;398;826;577.2
14;0.0001;3000;get_points;query_1;0.168;0.32166666666666666;0.23370000000000002;504;965;701.1
14;0.0001;3000;get_uniform_points;query_1;0.12133333333333333;0.30133333333333334;0.21656666666666666;364;904;649.7
14;0.0005;3000;get_points;query_1;0.16266666666666665;0.32033333333333336;0.23166666666666663;488;961;695.0
14;0.0005;3000;get_uniform_points;query_1;0.12133333333333333;0.301;0.21636666666666665;364;903;649.1
14;0.005;3000;get_points;query_2;0.029333333333333333;0.06633333333333333;0.04856666666666666;88;199;145.7
14;0.001;3000;get_points;query_2;0.12266666666666666;0.23366666666666666;0.168;368;701;504.0
14;0.0001;3000;get_uniform_points;query_2;0.31033333333333335;0.379;0.35229999999999995;931;1137;1056.9
14;0.001;3000;get_points;query_1;0.15966666666666668;0.314;0.22803333333333337;479;942;684.1
14;0.01;3000;get_points;query_2;0.004666666666666667;0.017333333333333333;0.011466666666666667;14;52;34.4
14;0.0005;3000;get_uniform_points;query_2;0.2986666666666667;0.36866666666666664;0.3394666666666667;896;1106;1018.4
14;0.001;3000;get_uniform_points;query_1;0.12166666666666667;0.3006666666666667;0.21583333333333332;365;902;647.5
14;0.005;3000;get_points;query_1;0.144;0.28;0.21253333333333332;432;840;637.6
14;0.01;3000;get_uniform_points;query_2;0.07;0.10533333333333333;0.09023333333333335;210;316;270.7
14;0.005;3000;get_uniform_points;query_2;0.15566666666666668;0.21566666666666667;0.18926666666666664;467;647;567.8
14;0.01;3000;get_points;query_1;0.12433333333333334;0.23866666666666667;0.18803333333333333;373;716;564.1
14;0.001;3000;get_uniform_points;query_2;0.27266666666666667;0.355;0.3204;818;1065;961.2
14;0.005;3000;get_uniform_points;query_1;0.119;0.29;0.20723333333333332;357;870;621.7
14;0.01;3000;get_uniform_points;query_1;0.11466666666666667;0.278;0.20116666666666663;344;834;603.5
16;0.0001;3000;get_points;query_1;0.071;0.37633333333333335;0.1974;213;1129;592.2
16;0.0001;3000;get_uniform_points;query_1;0.24633333333333332;0.39366666666666666;0.29943333333333333;739;1181;898.3
16;0.0005;3000;get_points;query_1;0.07066666666666667;0.37266666666666665;0.19610000000000002;212;1118;588.3
16;0.0001;3000;get_points;query_2;0.252;0.4676666666666667;0.358;756;1403;1074.0
16;0.0005;3000;get_points;query_2;0.2693333333333333;0.4186666666666667;0.32513333333333333;808;1256;975.4
16;0.0005;3000;get_uniform_points;query_1;0.245;0.392;0.2967;735;1176;890.1
16;0.005;3000;get_points;query_2;0.04;0.07833333333333334;0.054400000000000004;120;235;163.2
16;0.0001;3000;get_uniform_points;query_2;0.34;0.4846666666666667;0.4012666666666666;1020;1454;1203.8
16;0.001;3000;get_points;query_1;0.075;0.37;0.19576666666666667;225;1110;587.3
16;0.0005;3000;get_uniform_points;query_2;0.313;0.47;0.3806333333333333;939;1410;1141.9
16;0.01;3000;get_points;query_2;0.006666666666666667;0.013;0.009166666666666667;20;39;27.5
16;0.001;3000;get_points;query_2;0.21266666666666667;0.3536666666666667;0.27090000000000003;638;1061;812.7
16;0.005;3000;get_uniform_points;query_2;0.13;0.25;0.1942;390;750;582.6
16;0.005;3000;get_points;query_1;0.07533333333333334;0.3396666666666667;0.18243333333333336;226;1019;547.3
16;0.01;3000;get_uniform_points;query_2;0.03233333333333333;0.11433333333333333;0.08273333333333334;97;343;248.2
16;0.001;3000;get_uniform_points;query_1;0.24333333333333335;0.396;0.2955;730;1188;886.5
16;0.005;3000;get_uniform_points;query_1;0.231;0.383;0.28403333333333325;693;1149;852.1
16;0.001;3000;get_uniform_points;query_2;0.2816666666666667;0.444;0.3572666666666667;845;1332;1071.8
16;0.01;3000;get_points;query_1;0.059;0.311;0.1673333333333333;177;933;502.0
16;0.01;3000;get_uniform_points;query_1;0.22433333333333333;0.36566666666666664;0.27140000000000003;673;1097;814.2
18;0.0001;3000;get_points;query_2;0.2786666666666667;0.41133333333333333;0.3472666666666667;836;1234;1041.8
18;0.0005;3000;get_points;query_2;0.22733333333333333;0.3476666666666667;0.30123333333333335;682;1043;903.7
18;0.0001;3000;get_points;query_1;0.387;0.544;0.45043333333333335;1161;1632;1351.3
18;0.0001;3000;get_uniform_points;query_1;0.30466666666666664;0.5083333333333333;0.40296666666666664;914;1525;1208.9
18;0.0005;3000;get_points;query_1;0.38333333333333336;0.5413333333333333;0.44769999999999993;1150;1624;1343.1
18;0.0005;3000;get_uniform_points;query_1;0.30366666666666664;0.507;0.40206666666666663;911;1521;1206.2
18;0.0001;3000;get_uniform_points;query_2;0.373;0.573;0.5044;1119;1719;1513.2
18;0.005;3000;get_points;query_2;0.034666666666666665;0.056;0.046700000000000005;104;168;140.1
18;0.001;3000;get_points;query_2;0.18866666666666668;0.31266666666666665;0.25396666666666673;566;938;761.9
18;0.0005;3000;get_uniform_points;query_2;0.3556666666666667;0.5576666666666666;0.49066666666666664;1067;1673;1472.0
18;0.01;3000;get_points;query_2;0.005;0.010333333333333333;0.0074333333333333335;15;31;22.3
18;0.001;3000;get_points;query_1;0.37966666666666665;0.531;0.44333333333333336;1139;1593;1330.0
18;0.001;3000;get_uniform_points;query_1;0.303;0.5043333333333333;0.4009333333333333;909;1513;1202.8
18;0.005;3000;get_uniform_points;query_2;0.20866666666666667;0.3983333333333333;0.33280000000000004;626;1195;998.4
18;0.005;3000;get_points;query_1;0.356;0.516;0.4199;1068;1548;1259.7
18;0.01;3000;get_uniform_points;query_2;0.132;0.265;0.2045;396;795;613.5
18;0.001;3000;get_uniform_points;query_2;0.3283333333333333;0.5446666666666666;0.4708;985;1634;1412.4
18;0.01;3000;get_points;query_1;0.3233333333333333;0.4713333333333333;0.3915666666666667;970;1414;1174.7
18;0.005;3000;get_uniform_points;query_1;0.29433333333333334;0.49266666666666664;0.3891;883;1478;1167.3
18;0.01;3000;get_uniform_points;query_1;0.2813333333333333;0.47533333333333333;0.37453333333333333;844;1426;1123.6
20;0.0001;3000;get_points;query_2;0.393;0.6666666666666666;0.5281;1179;2000;1584.3
20;0.0005;3000;get_points;query_2;0.31933333333333336;0.5866666666666667;0.45010000000000006;958;1760;1350.3
20;0.0001;3000;get_uniform_points;query_2;0.37333333333333335;0.581;0.5036666666666667;1120;1743;1511.0
20;0.0001;3000;get_uniform_points;query_1;0.371;0.646;0.5085333333333334;1113;1938;1525.6
20;0.0001;3000;get_points;query_1;0.5973333333333334;0.6876666666666666;0.6469666666666666;1792;2063;1940.9
20;0.0005;3000;get_uniform_points;query_2;0.3516666666666667;0.571;0.48089999999999994;1055;1713;1442.7
20;0.0005;3000;get_uniform_points;query_1;0.372;0.643;0.5072;1116;1929;1521.6
20;0.005;3000;get_points;query_2;0.018;0.057;0.03426666666666667;54;171;102.8
20;0.0005;3000;get_points;query_1;0.5936666666666667;0.6856666666666666;0.6440666666666667;1781;2057;1932.2
20;0.001;3000;get_points;query_2;0.24266666666666667;0.4776666666666667;0.3539333333333333;728;1433;1061.8
20;0.01;3000;get_points;query_2;0.0006666666666666666;0.006;0.0037333333333333337;2;18;11.2
20;0.005;3000;get_uniform_points;query_2;0.126;0.334;0.2694;378;1002;808.2
20;0.01;3000;get_uniform_points;query_2;0.018666666666666668;0.154;0.11156666666666668;56;462;334.7
2;0.0001;4000;get_points;query_1;0.00275;0.00675;0.0040750000000000005;11;27;16.3
2;0.0001;4000;get_points;query_2;0.00425;0.00725;0.00605;17;29;24.2
2;0.0001;4000;get_uniform_points;query_1;0.0035;0.0095;0.00655;14;38;26.2
2;0.0001;4000;get_uniform_points;query_2;0.0025;0.00725;0.004825000000000001;10;29;19.3
2;0.0005;4000;get_points;query_1;0.00275;0.00675;0.0040750000000000005;11;27;16.3
2;0.0005;4000;get_points;query_2;0.00425;0.006;0.005174999999999999;17;24;20.7
2;0.0005;4000;get_uniform_points;query_1;0.0035;0.0095;0.006525;14;38;26.1
2;0.0005;4000;get_uniform_points;query_2;0.00175;0.0065;0.004200000000000001;7;26;16.8
2;0.001;4000;get_points;query_1;0.00275;0.00675;0.0040750000000000005;11;27;16.3
20;0.001;3000;get_uniform_points;query_2;0.32766666666666666;0.5383333333333333;0.4573666666666666;983;1615;1372.1
2;0.001;4000;get_points;query_2;0.00325;0.006;0.00445;13;24;17.8
2;0.001;4000;get_uniform_points;query_1;0.0035;0.00975;0.006525;14;39;26.1
2;0.001;4000;get_uniform_points;query_2;0.002;0.006;0.00375;8;24;15.0
2;0.005;4000;get_points;query_2;0.00125;0.00225;0.001775;5;9;7.1
2;0.005;4000;get_points;query_1;0.00275;0.00675;0.0040750000000000005;11;27;16.3
2;0.005;4000;get_uniform_points;query_1;0.00275;0.0095;0.006225;11;38;24.9
2;0.005;4000;get_uniform_points;query_2;0.00075;0.004;0.0021999999999999997;3;16;8.8
2;0.01;4000;get_points;query_2;0.00075;0.00125;0.0010000000000000002;3;5;4.0
